Manufactuer,Discription,Capacaty,RPM,Interface,Cache,Class
DELL,"Dell 342-3407 - 300GB 2.5"" SAS 10K 6Gb/s HS Hard Drive Dell 342-3407 - 300GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",300,10000,SAS 12.0Gb/s,,
Western Digital,"Western Digital Caviar GP WD5000AACS 500GB 5400 to 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive Western Digital Caviar GP WD5000AACS 500GB 5400 to 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive",500,7200,SATA 3.0Gb/s,16,Caviar
DELL,"Dell 342-2318 - 300GB 2.5"" SAS 10K 6Gb/s HS Hard Drive Dell 342-2318 - 300GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",300,10000,SAS 12.0Gb/s,,
Seagate,"Seagate Cheetah 15K.4 ST373454FC 74GB 15000 RPM 8MB Cache Fibre Channel 3.5"" Hard Drive Bare Drive Seagate Cheetah 15K.4 ST373454FC 74GB 15000 RPM 8MB Cache Fibre Channel 3.5"" Hard Drive Bare Drive",74,15000,,8,Cheetah
Western Digital,Western Digital WD2001FASS 2 TB Caviar Black SATA 3 GB/s 7200 RPM 64 MB Cache Bulk/OEM Desktop Hard Drive Western Digital WD2001FASS 2 TB Caviar Black SATA 3 GB/s 7200 RPM 64 MB Cache Bulk/OEM Desktop Hard Drive,2048,7200,SATA 3.0Gb/s,64,Black
Western Digital,"Western Digital RE2-GP WD1000FYPS 1TB 16MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive Western Digital RE2-GP WD1000FYPS 1TB 16MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive",1024,,SATA 3.0Gb/s,16,RE2
Hewlett-Packard,"HP 655711-B21 - 1TB 2.5"" SATA 7.2K 6Gb/s SC Midline Hard Drive HP 655711-B21 - 1TB 2.5"" SATA 7.2K 6Gb/s SC Midline Hard Drive",1024,7200,SAS 6.0Gb/s,,
DELL,"Dell 342-1811 - 450GB 3.5"" SAS 15K 6Gb/s HS Hard Drive Dell 342-1811 - 450GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",450,15000,SAS 12.0Gb/s,,
Western Digital,Western Digital 1 TB WD RE SATA III 7200 RPM 64 MB Cache Bulk/OEM Enterprise Hard Drive WD1003FBYZ Western Digital 1 TB WD RE SATA III 7200 RPM 64 MB Cache Bulk/OEM Enterprise Hard Drive WD1003FBYZ,1024,7200,SATA 6.0Gb/s,64,RE
Seagate,"Seagate Barracuda 7200.10 ST3750640AS 750GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Hard Drive (Perpendicular Recording) Bare Drive Seagate Barracuda 7200.10 ST3750640AS 750GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Hard Drive (Perpendicular Recording) Bare Drive",750,7200,SATA 3.0Gb/s,16,Barracuda
Hewlett-Packard,"HP Midline 461137-B21 1TB 7200 RPM SAS 3Gb/s 3.5"" Internal Hard Drive HP Midline 461137-B21 1TB 7200 RPM SAS 3Gb/s 3.5"" Internal Hard Drive",1024,7200,SAS 3.0Gb/s,,
Hewlett-Packard,"HP QB576AT 2TB 7200 RPM SATA 6.0Gb/s 3.5"" Internal Hard Drive HP QB576AT 2TB 7200 RPM SATA 6.0Gb/s 3.5"" Internal Hard Drive",2048,7200,SATA 6.0Gb/s,,
DELL,"Dell 342-0850 600GB 10000 RPM 16MB Cache SAS 6Gb/s 2.5"" Internal Hard Drive Dell 342-0850 600GB 10000 RPM 16MB Cache SAS 6Gb/s 2.5"" Internal Hard Drive",600,10000,SAS 6.0Gb/s,16,
Seagate,"Seagate Cheetah NS.2 ST3600002SS 600GB 10000 RPM 16MB Cache SAS 6Gb/s 3.5"" Internal Hard Drive Bare Drive Seagate Cheetah NS.2 ST3600002SS 600GB 10000 RPM 16MB Cache SAS 6Gb/s 3.5"" Internal Hard Drive Bare Drive",600,10000,SAS 6.0Gb/s,16,Cheetah
Hewlett-Packard,"HP 693687-B21 4TB 7200 RPM SATA 6.0Gb/s 3.5"" LFF SC Midline Hard Drive HP 693687-B21 4TB 7200 RPM SATA 6.0Gb/s 3.5"" LFF SC Midline Hard Drive",4000,7200,SATA 6.0Gb/s,,
IBM,"IBM 42D0519 450GB 15000 RPM SAS 3.5"" Internal Hard Drive IBM 42D0519 450GB 15000 RPM SAS 3.5"" Internal Hard Drive",450,15000,,,
Seagate,"Seagate Cheetah 15K.5 ST373455LC 73.4GB 15000 RPM 16MB Cache SCSI Ultra320 80pin 3.5"" Hard Drive Bare Drive Seagate Cheetah 15K.5 ST373455LC 73.4GB 15000 RPM 16MB Cache SCSI Ultra320 80pin 3.5"" Hard Drive Bare Drive",73,15000,SCSI Ultra,16,Cheetah
DELL,"Dell 342-3515 - 3TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive Dell 342-3515 - 3TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive",3000,7200,SAS 6.0Gb/s,,
Axiom,"Axiom AXD-PE7310F 73 GB 3.5"" Internal Hard Drive Axiom AXD-PE7310F 73 GB 3.5"" Internal Hard Drive",73,,,,
HGST,"Hitachi GST Deskstar 5K1000 HDS5C1010CLA382 (0F12957) 1TB 8MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive Hitachi GST Deskstar 5K1000 HDS5C1010CLA382 (0F12957) 1TB 8MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive",1024,,SATA 3.0Gb/s,8,
IBM,"IBM 42D0771 - 2TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive IBM 42D0771 - 2TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive",2048,7200,SAS 6.0Gb/s,,
Western Digital,Western Digital 80 GB Caviar Blue SATA 7200 RPM 8 MB Cache Bulk/OEM Desktop Hard Drive WD800AAJS Western Digital 80 GB Caviar Blue SATA 7200 RPM 8 MB Cache Bulk/OEM Desktop Hard Drive WD800AAJS,80,7200,,8,Caviar Blue
DELL,"Dell 462-6554 1TB 7200 RPM SATA 3.0Gb/s 3.5"" Hard Drive Dell 462-6554 1TB 7200 RPM SATA 3.0Gb/s 3.5"" Hard Drive",1024,7200,SATA 3.0Gb/s,,
DELL,"Dell 342-2088 - 300GB 3.5"" SAS 15K 6Gb/s HS Hard Drive Dell 342-2088 - 300GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",300,15000,SAS 12.0Gb/s,,
IBM,"IBM Near Line 00Y2471 2TB 7200 RPM SAS 6Gb/s 3.5"" Hot-Swap Internal Hard Drive IBM Near Line 00Y2471 2TB 7200 RPM SAS 6Gb/s 3.5"" Hot-Swap Internal Hard Drive",2048,7200,SAS 6.0Gb/s,,
DELL,"Dell 342-1500 - 450GB 3.5"" SAS 15K 6Gb/s HS Hard Drive Dell 342-1500 - 450GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",450,15000,SAS 12.0Gb/s,,
Western Digital,"WD WD RE4-GP WD1502FYPS 1.5TB 64MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive WD WD RE4-GP WD1502FYPS 1.5TB 64MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive",1500,,SATA 3.0Gb/s,64,RE4
Western Digital,"Western Digital Caviar SE WD2500LB 250GB 7200 RPM 2MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Hard Drive Bare Drive Western Digital Caviar SE WD2500LB 250GB 7200 RPM 2MB Cache IDE Ultra ATA100 / ATA-6 3.5"" Hard Drive Bare Drive",250,7200,IDE Ultra ,2,Caviar Se
Western Digital,"WD Green WD20NPVX 2TB 8MB Cache SATA 6.0Gb/s 2.5"" Internal Hard Drive WD Green WD20NPVX 2TB 8MB Cache SATA 6.0Gb/s 2.5"" Internal Hard Drive",2048,,SATA 6.0Gb/s,8,Green
DELL,"Dell 342-0892 - 1TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive Dell 342-0892 - 1TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive",1024,7200,SAS 6.0Gb/s,,
IBM,IBM 81Y9886 3 TB 3.5' Internal Hard Drive IBM 81Y9886 3 TB 3.5' Internal Hard Drive,3000,,,,
IBM,"IBM 44W2238 - 300GB 3.5"" SAS 15K 6Gb/s HS Hard Drive IBM 44W2238 - 300GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",300,15000,SAS 12.0Gb/s,,
DELL,"Dell 342-2047 - 600GB 3.5"" SAS 10K 6Gb/s HS Hard Drive Dell 342-2047 - 600GB 3.5"" SAS 10K 6Gb/s HS Hard Drive",600,10000,SAS 12.0Gb/s,,
IBM,"IBM 81Y9816 - 3TB 3.5"" Near Line SATA 7.2K 6Gb/s SS Hard Drive IBM 81Y9816 - 3TB 3.5"" Near Line SATA 7.2K 6Gb/s SS Hard Drive",3000,7200,SAS 6.0Gb/s,,
Western Digital,Western Digital 160 GB Caviar Blue SATA 3 Gb/s 7200 RPM 8 MB Cache Bulk/OEM Desktop Hard Drive WD1600AAJS Western Digital 160 GB Caviar Blue SATA 3 Gb/s 7200 RPM 8 MB Cache Bulk/OEM Desktop Hard Drive WD1600AAJS,160,7200,SATA 3.0Gb/s,8,Caviar Blue
Seagate,"Seagate DB35 Series 7200.3 ST3320820SCE 320GB 7200 RPM 8MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive Seagate DB35 Series 7200.3 ST3320820SCE 320GB 7200 RPM 8MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive",320,7200,SATA 3.0Gb/s,8,DB35
Seagate,"Seagate Pipeline HD ST3320310CS 320GB 5900 RPM 8MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive -OEM w/1 Year Warranty Seagate Pipeline HD ST3320310CS 320GB 5900 RPM 8MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive -OEM w/1 Year Warranty",320,5900,SATA 3.0Gb/s,8,Pipeline
IBM,"IBM 81Y9893 - 900GB 2.5"" SAS 10K 6Gb/s HS Hard Drive IBM 81Y9893 - 900GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",900,10000,SAS 12.0Gb/s,,
DELL,"Dell 342-3521 - 300GB 3.5"" SAS 15K 6Gb/s HS Hard Drive Dell 342-3521 - 300GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",300,15000,SAS 12.0Gb/s,,
Western Digital,"Western Digital Caviar SE WD400JD 40GB 7200 RPM 8MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive Western Digital Caviar SE WD400JD 40GB 7200 RPM 8MB Cache SATA 3.0Gb/s 3.5"" Hard Drive Bare Drive",40,7200,SATA 3.0Gb/s,8,Caviar Se
Toshiba,"TOSHIBA AL13SEB600 600GB 10500 RPM 64MB Cache SAS 6Gb/s 2.5"" Enterprise Hard Drive TOSHIBA AL13SEB600 600GB 10500 RPM 64MB Cache SAS 6Gb/s 2.5"" Enterprise Hard Drive",600,,SAS 6.0Gb/s,64,
Hewlett-Packard,"HP P2000 AP858A 300GB 15000 RPM SAS 6Gb/s 3.5"" Internal Hard Drive HP P2000 AP858A 300GB 15000 RPM SAS 6Gb/s 3.5"" Internal Hard Drive",300,15000,SAS 6.0Gb/s,,
Axiom,"Axiom 500 GB 3.5"" Internal Hard Drive Axiom 500 GB 3.5"" Internal Hard Drive",500,,,,
Seagate,"Seagate ST3000VX002 3TB 5900 RPM 64MB Cache SATA 6.0Gb/s 3.5"" Surveillance Hard Drive Seagate ST3000VX002 3TB 5900 RPM 64MB Cache SATA 6.0Gb/s 3.5"" Surveillance Hard Drive",3000,5900,SATA 6.0Gb/s,64,Surveillance
DELL,"Dell 342-0622 - 1TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive Dell 342-0622 - 1TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",1024,7200,SAS 6.0Gb/s,,
Hewlett-Packard,HP 574761-B21 2 TB 3.5' Internal Hard Drive HP 574761-B21 2 TB 3.5' Internal Hard Drive,2048,,,,
IBM,"IBM 81Y9878 - 3TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive IBM 81Y9878 - 3TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive",3000,7200,SAS 6.0Gb/s,,
IBM,"IBM 44W2235 - 300GB 3.5"" SAS 15K 6Gb/s HS Hard Drive IBM 44W2235 - 300GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",300,15000,SAS 12.0Gb/s,,
Seagate,"Seagate ST2000NM0004 3.5"" 2TB SATA 6Gb/S 7.2K RPM 4kN 128MB Internal Enterprise Hard Drive Seagate ST2000NM0004 3.5"" 2TB SATA 6Gb/S 7.2K RPM 4kN 128MB Internal Enterprise Hard Drive",2048,7200,SATA 6.0Gb/s,128,Enterprise
Axiom,Axiom 300 GB 3.5' Internal Hard Drive Axiom 300 GB 3.5' Internal Hard Drive,300,,,,
Hewlett-Packard,653956-001 HP 450GB 10K 6Gb/s SFF SAS SC 653956-001 HP 450GB 10K 6Gb/s SFF SAS SC,450,10000,SAS 6.0Gb/s,,
HGST,"HGST 0F23657 HUH728080AL5204 8TB 3.5"" 12Gbps 7200RPM Ultrastar He8 512e SE SAS HDD HGST 0F23657 HUH728080AL5204 8TB 3.5"" 12Gbps 7200RPM Ultrastar He8 512e SE SAS HDD",36,7200,,,
Axiom,Axiom AXD-PE100072F 1 TB 3.5' Internal Hard Drive Axiom AXD-PE100072F 1 TB 3.5' Internal Hard Drive,1024,,,,
Hewlett-Packard,"HP 652616-B21 - 450GB 3.5"" SAS 15K 6Gb/s SC Enterprise Hard Drive HP 652616-B21 - 450GB 3.5"" SAS 15K 6Gb/s SC Enterprise Hard Drive",450,15000,SAS 12.0Gb/s,,
Seagate,"Seagate Pipeline HD ST2000VM003 2TB 5900RPM 64MB Cache SATA 6.0Gb/s (Low power) 3.5"" Internal DVR Hard Drive - w/ 1 Year Warranty Seagate Pipeline HD ST2000VM003 2TB 5900RPM 64MB Cache SATA 6.0Gb/s (Low power) 3.5"" Internal DVR Hard Drive - w/ 1 Year Warranty",2048,,SATA 6.0Gb/s,64,Pipeline
IBM,"IBM 41Y8486 - 600GB 3.5"" SAS 15K 6Gb/s HS Hard Drive IBM 41Y8486 - 600GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",600,15000,SAS 12.0Gb/s,,
Axiom,"Axiom 3 TB 3.5"" Internal Hard Drive Axiom 3 TB 3.5"" Internal Hard Drive",3000,,,,
Lenovo,"LENOVO 0A89473 500 GB 3.5"" Internal Hard Drive LENOVO 0A89473 500 GB 3.5"" Internal Hard Drive",500,,,,
DELL,"Dell 342-2085 - 450GB 3.5"" SAS 15K 6Gb/s HS Hard Drive Dell 342-2085 - 450GB 3.5"" SAS 15K 6Gb/s HS Hard Drive",450,15000,SAS 12.0Gb/s,,
Seagate,"Seagate ST2000NM0024 2TB 7200 RPM 128MB Cache SATA 6.0Gb/s 3.5"" Enterprise Hard Drive Bare Drive Seagate ST2000NM0024 2TB 7200 RPM 128MB Cache SATA 6.0Gb/s 3.5"" Enterprise Hard Drive Bare Drive",2048,7200,SATA 6.0Gb/s,128,Enterprise
Toshiba,Toshiba PH3500U-1I72 Toshiba PH3500U-1I72,72,,,,
DELL,"Dell 342-1136 - 600GB 2.5"" SAS 10K 6Gb/s HS Hard Drive Dell 342-1136 - 600GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",600,10000,SAS 12.0Gb/s,,
Hewlett-Packard,"HP 507610-S21 - 500GB 2.5"" SAS 7.2K 6Gb/s HS Midline Dual Port Hard Drive HP 507610-S21 - 500GB 2.5"" SAS 7.2K 6Gb/s HS Midline Dual Port Hard Drive",500,7200,SAS 6.0Gb/s,,
Lenovo,"Lenovo ThinkServer 1 TB 3.5"" Internal Hard Drive Lenovo ThinkServer 1 TB 3.5"" Internal Hard Drive",1024,,,,
Western Digital,"Western Digital Blue WD6400AAKS 640GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive Western Digital Blue WD6400AAKS 640GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive",640,7200,SATA 3.0Gb/s,16,Blue
Hewlett-Packard,"HP 507283-001 146GB 10000 RPM SATA 2.5"" Internal Hard Drive HP 507283-001 146GB 10000 RPM SATA 2.5"" Internal Hard Drive",146,10000,SATA 6.0Gb/s,,
DELL,"Dell 342-5739 - 600GB 2.5"" SAS 10K 6Gb/s HS Hard Drive Dell 342-5739 - 600GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",600,10000,SAS 12.0Gb/s,,
Western Digital,"Western Digital WD Green WD10EADS 1TB 32MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive Western Digital WD Green WD10EADS 1TB 32MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive",1024,,SATA 3.0Gb/s,32,Green
Axiom,"Axiom 0A89471-AX 1TB 7200 RPM 64MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive Axiom 0A89471-AX 1TB 7200 RPM 64MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive",1024,7200,SATA 6.0Gb/s,64,
Western Digital,"Western Digital WD Green WD30EZRS 3TB IntelliPower 64MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive Western Digital WD Green WD30EZRS 3TB IntelliPower 64MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive",3000,IntelliPower,SATA 3.0Gb/s,64,Green
HGST,"HGST Deskstar HDS724020ALE640 2TB 64MB Cache 7200RPM SATA 6.0Gb/s 3.5"" Internal Desktop Hard Drive -OEM w/1 Year Warranty HGST Deskstar HDS724020ALE640 2TB 64MB Cache 7200RPM SATA 6.0Gb/s 3.5"" Internal Desktop Hard Drive -OEM w/1 Year Warranty",2048,7200,SATA 6.0Gb/s,64,
Axiom,Axiom 571230-B21-AX 250 GB 3.5' Internal Hard Drive Axiom 571230-B21-AX 250 GB 3.5' Internal Hard Drive,250,,,,
Hewlett-Packard,"HP C8S59A 900GB 10000 RPM SAS-2 2.5"" Internal Hard Drive HP C8S59A 900GB 10000 RPM SAS-2 2.5"" Internal Hard Drive",900,10000,,,
HGST,"HGST Ultrastar 7K4000 HUS724040ALA640(0F14688) 4TB 7200 RPM 64MB Cache SATA 6.0Gb/s 3.5"" Enterprise Hard Drive Bare Drive HGST Ultrastar 7K4000 HUS724040ALA640(0F14688) 4TB 7200 RPM 64MB Cache SATA 6.0Gb/s 3.5"" Enterprise Hard Drive Bare Drive",4000,7200,SATA 6.0Gb/s,64,
Toshiba,"TOSHIBA MBF230LRC 300GB 10025 RPM 16MB Cache SAS 6Gb/s 2.5"" Enterprise Hard Drive TOSHIBA MBF230LRC 300GB 10025 RPM 16MB Cache SAS 6Gb/s 2.5"" Enterprise Hard Drive",300,,SAS 6.0Gb/s,16,
Western Digital,"Western Digital RE3 WD3202ABYS 320GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive Western Digital RE3 WD3202ABYS 320GB 7200 RPM 16MB Cache SATA 3.0Gb/s 3.5"" Internal Hard Drive Bare Drive",320,7200,SATA 3.0Gb/s,16,RE3
Seagate,"Seagate Cheetah 15K.7 ST3450857FC 450GB 15000 RPM 16MB Cache Fibre Channel 4Gb/s 3.5"" Internal Hard Drive Bare Drive Seagate Cheetah 15K.7 ST3450857FC 450GB 15000 RPM 16MB Cache Fibre Channel 4Gb/s 3.5"" Internal Hard Drive Bare Drive",450,15000,,16,Cheetah
Western Digital,"Western Digital AV-GP WD10EURX 1TB IntelliPower 64MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive OEM- w/1 Year Warranty Western Digital AV-GP WD10EURX 1TB IntelliPower 64MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive OEM- w/1 Year Warranty",1024,IntelliPower,SATA 6.0Gb/s,64,AV-GP
IBM,"IBM 00W1239 - 900GB 2.5"" SAS 10K 6Gb/s HS Hard Drive IBM 00W1239 - 900GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",900,10000,SAS 12.0Gb/s,,
Maxtor,"Maxtor DiamondMax 10 6L160P0 160GB 7200 RPM 8MB Cache IDE Ultra ATA133 / ATA-7 3.5"" Hard Drive Bare Drive Maxtor DiamondMax 10 6L160P0 160GB 7200 RPM 8MB Cache IDE Ultra ATA133 / ATA-7 3.5"" Hard Drive Bare Drive",160,7200,,8,
IBM,"IBM 49Y7465 - 2TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive IBM 49Y7465 - 2TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive",2048,7200,SAS 6.0Gb/s,,
HGST,"HGST He6 HUS726060ALS640(0F18370) 6TB 7200 RPM 64MB Cache SAS 6Gb/s 3.5"" Enterprise Hard Drive HGST He6 HUS726060ALS640(0F18370) 6TB 7200 RPM 64MB Cache SAS 6Gb/s 3.5"" Enterprise Hard Drive",6000,7200,SAS 6.0Gb/s,64,
Western Digital,"Western Digital Caviar Green WD10EARS Hard Drive - 1 TB - 5400 rpm - Serial ATA/300 - Serial ATA - 3.5"" - Internal Western Digital Caviar Green WD10EARS Hard Drive - 1 TB - 5400 rpm - Serial ATA/300 - Serial ATA - 3.5"" - Internal",1024,15000,SATA 3.0Gb/s,,Caviar Green
Hewlett-Packard,HP AJ711A 400GB 10000 RPM Fibre Channel 10K rpm Fibre Channel EVA M6412 Enclosure Hard Disk Drive HP AJ711A 400GB 10000 RPM Fibre Channel 10K rpm Fibre Channel EVA M6412 Enclosure Hard Disk Drive,400,10000,,,
HGST,"HGST Ultrastar He8 HUH728060ALE600 (0F23269) 6TB 7200 RPM 128MB Cache SATA 6.0Gb/s 3.5"" Helium Platform Enterprise Hard Disk Drives HGST Ultrastar He8 HUH728060ALE600 (0F23269) 6TB 7200 RPM 128MB Cache SATA 6.0Gb/s 3.5"" Helium Platform Enterprise Hard Disk Drives",6000,7200,SATA 6.0Gb/s,128,
Hewlett-Packard,"HP 507617-B21 - 2TB 3.5"" SAS 7.2K 6Gb/s HS Midline Dual Port Hard Drive HP 507617-B21 - 2TB 3.5"" SAS 7.2K 6Gb/s HS Midline Dual Port Hard Drive",2048,7200,SAS 6.0Gb/s,,
Hewlett-Packard,"HP 375872-B21 147GB 15000 RPM Serial Attached SCSI (SAS) 3.5"" Hard Drive HP 375872-B21 147GB 15000 RPM Serial Attached SCSI (SAS) 3.5"" Hard Drive",147,15000,SCSI Ultra,,
Western Digital,"Western Digital Caviar Blue WD3200AAJS 320GB 8MB Cache 7200RPM SATA2 3.5"" Desktop Hard Drive - OEM w/ 1 Year Warranty Western Digital Caviar Blue WD3200AAJS 320GB 8MB Cache 7200RPM SATA2 3.5"" Desktop Hard Drive - OEM w/ 1 Year Warranty",320,7200,SAS 3.0Gb/s,8,Caviar Blue
Western Digital,Western Digital Caviar Black 1 TB Bulk/OEM Hard Drive 3.5 Inch 32 MB Cache 7200 RPM SATA II WD1001FALS Western Digital Caviar Black 1 TB Bulk/OEM Hard Drive 3.5 Inch 32 MB Cache 7200 RPM SATA II WD1001FALS,1024,7200,SATA 3.0Gb/s,,Black
IBM,"IBM 81Y3804 - 900GB 2.5"" SAS 10K 6Gb/s HS Hard Drive IBM 81Y3804 - 900GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",900,10000,SAS 12.0Gb/s,,
IBM,"IBM 44W2193 - 300GB 2.5"" SAS 10K 6Gb/s Slim-HS Hard Drive IBM 44W2193 - 300GB 2.5"" SAS 10K 6Gb/s Slim-HS Hard Drive",300,10000,SAS 12.0Gb/s,,
DELL,"Dell 342-1132 - 2TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive Dell 342-1132 - 2TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive",2048,7200,SAS 6.0Gb/s,,
DELL,"Dell 342-2138 - 600GB 2.5"" SAS 10K 6Gb/s HS Hard Drive Dell 342-2138 - 600GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",600,10000,SAS 12.0Gb/s,,
Western Digital,WD AV-GP 160 GB AV Hard Drive: 3.5 Inch SATA II 16 MB Cache - WD1600AVCS WD AV-GP 160 GB AV Hard Drive: 3.5 Inch SATA II 16 MB Cache - WD1600AVCS,160,,SATA 3.0Gb/s,16,AV-GP
DELL,"Dell 342-3580 - 1TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive Dell 342-3580 - 1TB 3.5"" Near Line SAS 7.2K 6Gb/s HS Hard Drive",1024,7200,SAS 6.0Gb/s,,
SAMSUNG,"SAMSUNG SpinPoint P Series SP0812C 80GB 7200 RPM 8MB Cache SATA 1.5Gb/s 3.5"" Hard Drive Bare Drive SAMSUNG SpinPoint P Series SP0812C 80GB 7200 RPM 8MB Cache SATA 1.5Gb/s 3.5"" Hard Drive Bare Drive",1500,7200,SATA 1.5Gb/s,8,
Western Digital,Western Digital RE2 Enterprise 750 GB Bulk/OEM Hard Drive 3.5 Inch 16 MB Cache 7200 RPM SATA II WD7500AYYS Western Digital RE2 Enterprise 750 GB Bulk/OEM Hard Drive 3.5 Inch 16 MB Cache 7200 RPM SATA II WD7500AYYS,750,7200,SATA 3.0Gb/s,16,RE2
Buffalo Technology,"BUFFALO OP-HD3.0T/4K-3Y 3TB 3.5"" 4K Sector Optional Hard Drive for TeraStation BUFFALO OP-HD3.0T/4K-3Y 3TB 3.5"" 4K Sector Optional Hard Drive for TeraStation",3000,,,,
IBM,"IBM 74Y7438 - 600GB 2.5"" SAS 10K 6Gb/s HS Hard Drive IBM 74Y7438 - 600GB 2.5"" SAS 10K 6Gb/s HS Hard Drive",600,10000,SAS 12.0Gb/s,,
HGST,"HGST HUC156045CSS200 2.5"" 450GB SAS 12Gb/s 15K RPM 128M 512N 0B28954 Internal Enterprise Hard Drive HGST HUC156045CSS200 2.5"" 450GB SAS 12Gb/s 15K RPM 128M 512N 0B28954 Internal Enterprise Hard Drive",450,15000,SAS 12.0Gb/s,128,
DELL,"Dell 342-0889 - 1TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive Dell 342-0889 - 1TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive",1024,7200,SAS 6.0Gb/s,,
HGST,"HGST Ultrastar 7K4000 HUS724020ALS640(0B26887) 2TB 7200 RPM 64MB Cache SAS 6Gb/s 3.5"" Enterprise Hard Drive HGST Ultrastar 7K4000 HUS724020ALS640(0B26887) 2TB 7200 RPM 64MB Cache SAS 6Gb/s 3.5"" Enterprise Hard Drive",2048,7200,SAS 6.0Gb/s,64,
IBM,"IBM 42D0769 - 2TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive IBM 42D0769 - 2TB 3.5"" SAS 7.2K 6Gb/s HS Hard Drive",2048,7200,SAS 6.0Gb/s,,
Western Digital,Western Digital Caviar Green 500 GB Bulk/OEM Hard Drive 3.5 Inch 16 MB Cache 5400 RPM SATA II WD5000AACS Western Digital Caviar Green 500 GB Bulk/OEM Hard Drive 3.5 Inch 16 MB Cache 5400 RPM SATA II WD5000AACS,500,15000,SATA 3.0Gb/s,16,Caviar Green
Seagate,"Seagate Barracuda 7200.10 ST3200820AS 200GB 7200 RPM 8MB Cache SATA 3.0Gb/s 3.5"" Hard Drive (Perpendicular Recording) Bare Drive Seagate Barracuda 7200.10 ST3200820AS 200GB 7200 RPM 8MB Cache SATA 3.0Gb/s 3.5"" Hard Drive (Perpendicular Recording) Bare Drive",200,7200,SATA 3.0Gb/s,8,Barracuda
